Caller	CallerFile	Callee	CalleeFile	Repo	Root	Class	Kind	Depth	Confidence	NCandidates
prep_3a_run_second_level_regression_and_save	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3a_run_second_level_regression_and_save.m	validate_object	/data/master_github_repos/CanlabCore/CanlabCore/@fmri_data/validate_object.m	CanlabCore	/data/master_github_repos/CanlabCore	fmri_data	method	1	ambiguous_within_repo	2
prep_3a_run_second_level_regression_and_save	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3a_run_second_level_regression_and_save.m	validate_object	/data/master_github_repos/CanlabCore/CanlabCore/@glm_map/validate_object.m	CanlabCore	/data/master_github_repos/CanlabCore	glm_map	method	1	ambiguous_within_repo	2
prep_3a_run_second_level_regression_and_save	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3a_run_second_level_regression_and_save.m	downsample_parcellation	/data/master_github_repos/CanlabCore/CanlabCore/@atlas/downsample_parcellation.m	CanlabCore	/data/master_github_repos/CanlabCore	atlas	method	1	dotcall	1
prep_3a_run_second_level_regression_and_save	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3a_run_second_level_regression_and_save.m	get_wh_image	/data/master_github_repos/CanlabCore/CanlabCore/@image_vector/get_wh_image.m	CanlabCore	/data/master_github_repos/CanlabCore	image_vector	method	1	dotcall	1
prep_3a_run_second_level_regression_and_save	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3a_run_second_level_regression_and_save.m	test	/data/master_github_repos/CanlabCore/CanlabCore/External/spider/basic/@algorithm/test.m	CanlabCore	/data/master_github_repos/CanlabCore	algorithm	method	1	dotcall	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	LaBGAScore_smart_parallel_pool_setup	/data/master_github_repos/LaBGAScore/clean/LaBGAScore_smart_parallel_pool_setup.m	LaBGAScore	/data/master_github_repos/LaBGAScore		script	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	apply_mask	/data/master_github_repos/CanlabCore/CanlabCore/@image_vector/apply_mask.m	CanlabCore	/data/master_github_repos/CanlabCore	image_vector	method	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	bayesOptCV	/data/master_github_repos/ooFmriDataObjML/estimators/bayesOptCV.m	ooFmriDataObjML	/data/master_github_repos/ooFmriDataObjML		classdef	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	crossValScore	/data/master_github_repos/ooFmriDataObjML/crossValidators/crossValScore.m	ooFmriDataObjML	/data/master_github_repos/ooFmriDataObjML		classdef	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	cvpartition2	/data/master_github_repos/ooFmriDataObjML/partitioners/cvpartition2.m	ooFmriDataObjML	/data/master_github_repos/ooFmriDataObjML		classdef	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	enforce_variable_types	/data/master_github_repos/CanlabCore/CanlabCore/@image_vector/enforce_variable_types.m	CanlabCore	/data/master_github_repos/CanlabCore	image_vector	method	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	fmri2VxlFeatTransformer	/data/master_github_repos/ooFmriDataObjML/transformers/fmri2VxlFeatTransformer.m	ooFmriDataObjML	/data/master_github_repos/ooFmriDataObjML		classdef	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	fmri_mask_image	/data/master_github_repos/CanlabCore/CanlabCore/@fmri_mask_image/fmri_mask_image.m	CanlabCore	/data/master_github_repos/CanlabCore	fmri_mask_image	method	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	get_f1_macro	/data/master_github_repos/ooFmriDataObjML/scorer/get_f1_macro.m	ooFmriDataObjML	/data/master_github_repos/ooFmriDataObjML		function	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	get_hinge_loss	/data/master_github_repos/ooFmriDataObjML/scorer/get_hinge_loss.m	ooFmriDataObjML	/data/master_github_repos/ooFmriDataObjML		function	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	group	/data/master_github_repos/CanlabCore/CanlabCore/External/spider/basic/@group/group.m	CanlabCore	/data/master_github_repos/CanlabCore	group	method	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	linearSvmClf	/data/master_github_repos/ooFmriDataObjML/estimators/classifiers/linearSvmClf.m	ooFmriDataObjML	/data/master_github_repos/ooFmriDataObjML		classdef	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	montage	/data/master_github_repos/CanlabCore/CanlabCore/@region/montage.m	CanlabCore	/data/master_github_repos/CanlabCore	region	method	1	ambiguous	2
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	pipeline	/data/master_github_repos/CanlabCore/CanlabCore/@pipeline/pipeline.m	CanlabCore	/data/master_github_repos/CanlabCore	pipeline	method	1	ambiguous	2
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	pipeline	/data/master_github_repos/ooFmriDataObjML/pipeline.m	ooFmriDataObjML	/data/master_github_repos/ooFmriDataObjML		classdef	1	ambiguous	2
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	plugin_set_figure_size	/data/master_github_repos/LaBGAScore/figures/plugin_set_figure_size.m	LaBGAScore	/data/master_github_repos/LaBGAScore		function	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	region	/data/master_github_repos/CanlabCore/CanlabCore/@region/region.m	CanlabCore	/data/master_github_repos/CanlabCore	region	method	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	resample_space	/data/master_github_repos/CanlabCore/CanlabCore/@image_vector/resample_space.m	CanlabCore	/data/master_github_repos/CanlabCore	image_vector	method	1	ambiguous_within_repo	2
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	resample_space	/data/master_github_repos/CanlabCore/CanlabCore/fmridisplay_helper_functions/resample_space.m	CanlabCore	/data/master_github_repos/CanlabCore		function	1	ambiguous_within_repo	2
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	searchlight_disti_Lukas	/data/master_github_repos/CanlabCore/CanlabCore/Statistics_tools/searchlight_disti_Lukas.m	CanlabCore	/data/master_github_repos/CanlabCore		function	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	sec2hms	/data/master_github_repos/CanlabCore/CanlabCore/Misc_utilities/sec2hms.m	CanlabCore	/data/master_github_repos/CanlabCore		function	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	stability_selection	/data/master_github_repos/CanlabCore/CanlabCore/@predictive_model/stability_selection.m	CanlabCore	/data/master_github_repos/CanlabCore	predictive_model	method	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	title_montage	/data/master_github_repos/CanlabCore/CanlabCore/@fmridisplay/title_montage.m	CanlabCore	/data/master_github_repos/CanlabCore	fmridisplay	method	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	trim_mask	/data/master_github_repos/CanlabCore/CanlabCore/@image_vector/trim_mask.m	CanlabCore	/data/master_github_repos/CanlabCore	image_vector	method	1	resolved	1
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	fit	/data/master_github_repos/CanlabCore/CanlabCore/@glm_map/fit.m	CanlabCore	/data/master_github_repos/CanlabCore	glm_map	method	1	dotcall	2
prep_3c_run_SVMs_on_contrasts_masked	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3c_run_SVMs_on_contrasts_masked.m	fit	/data/master_github_repos/CanlabCore/CanlabCore/@predictive_model/fit.m	CanlabCore	/data/master_github_repos/CanlabCore	predictive_model	method	1	dotcall	2
prep_3f_create_fmri_data_single_trial_object	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3f_create_fmri_data_single_trial_object.m	fmri_data_st	/data/master_github_repos/canlab_single_trials/lib/@fmri_data_st/fmri_data_st.m	canlab_single_trials	/data/master_github_repos/canlab_single_trials	fmri_data_st	method	1	resolved	1
prep_3f_create_fmri_data_single_trial_object	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3f_create_fmri_data_single_trial_object.m	get_wh_image	/data/master_github_repos/canlab_single_trials/lib/@fmri_data_st/get_wh_image.m	canlab_single_trials	/data/master_github_repos/canlab_single_trials	fmri_data_st	method	1	resolved	1
prep_3f_create_fmri_data_single_trial_object	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3f_create_fmri_data_single_trial_object.m	plugin_set_figure_size	/data/master_github_repos/LaBGAScore/figures/plugin_set_figure_size.m	LaBGAScore	/data/master_github_repos/LaBGAScore		function	1	resolved	1
prep_3f_create_fmri_data_single_trial_object	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3f_create_fmri_data_single_trial_object.m	remove_empty	/data/master_github_repos/CanlabCore/CanlabCore/@image_vector/remove_empty.m	CanlabCore	/data/master_github_repos/CanlabCore	image_vector	method	1	resolved	1
prep_3f_create_fmri_data_single_trial_object	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3f_create_fmri_data_single_trial_object.m	get_wh_image	/data/master_github_repos/CanlabCore/CanlabCore/@image_vector/get_wh_image.m	CanlabCore	/data/master_github_repos/CanlabCore	image_vector	method	1	dotcall	2
prep_3g_create_fmri_data_runwise_contrast_object	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3g_create_fmri_data_runwise_contrast_object.m	fmri_data_st	/data/master_github_repos/canlab_single_trials/lib/@fmri_data_st/fmri_data_st.m	canlab_single_trials	/data/master_github_repos/canlab_single_trials	fmri_data_st	method	1	resolved	1
prep_3g_create_fmri_data_runwise_contrast_object	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_3g_create_fmri_data_runwise_contrast_object.m	image_math	/data/master_github_repos/CanlabCore/CanlabCore/@image_vector/image_math.m	CanlabCore	/data/master_github_repos/CanlabCore	image_vector	method	1	resolved	1
prep_4_apply_signatures_and_save	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_4_apply_signatures_and_save.m	apply_all_signatures	/data/master_github_repos/Neuroimaging_Pattern_Masks/Multivariate_signature_patterns/apply_all_signatures.m	Neuroimaging_Pattern_Masks	/data/master_github_repos/Neuroimaging_Pattern_Masks		function	1	resolved	1
prep_4_apply_signatures_and_save	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_4_apply_signatures_and_save.m	apply_nps	/data/master_github_repos/MasksPrivate/Masks_private/apply_nps.m	MasksPrivate	/data/master_github_repos/MasksPrivate		function	1	resolved	1
prep_4_apply_signatures_and_save	/data/master_github_repos/CANlab_help_examples/Second_level_analysis_template_scripts/core_scripts_to_run_without_modifying/prep_4_apply_signatures_and_save.m	ste	/data/master_github_repos/CanlabCore/CanlabCore/Statistics_tools/ste.m	CanlabCore	/data/master_github_repos/CanlabCore		function	1	resolved	1
